surname
Basnat
Basner
Basnet
Basntola
Basnyaat
Basnyat
Bassi
Bastakot
Bastakoti
Basti
Bastol
Bastola
Basukala
Basyal
Bata
Batajoo
Bataju
Batala
Batas
Batash
Bati
Battai
Battarai
Baudel
Baudhacharya
Bax
Bayaju
Bayali
Bayalkoti
Bayambu
Bayelkoti
Bazagain
Bb
Bbaniya
Bc
Bdandari
Bdr
Bedari
Bega
Begam
Begha
Begwani
Begwanit
Behera
Belbase
Benjamin
Benjankar
Beria
Bha
Bhaattarai
Bhadanri
Bhadari
Bhaddri
Bhadel
Bhadnari
Bhadra
Bhadur
Bhagat
Bhagi
Bhagoriya
Bhagwatibagale
Bhai
Bhaiju
Bhaila
Bhainatwa
Bhaju
Bhakhaju
Bhakta
Bhaktaraj
Bhakti
Bhamdari
Bhan
Bhanadari
Bhanadr
Bhanda
Bhandai
Bhandair
Bhandar
Bhandari
Bhandary
Bhandnari
Bhandri
Bhansakarya
Bhansali
Bhanshakar
Bhansi
Bhantana
Bhar
Bharadwaj
Bharatee
Bharati
Bhardwaj
Bhargare
Bhari
Bharkher
Bharti
Bhasima
Bhasink
Bhasinka
Bhat
Bhataarai
Bhatarai
Bhatari
Bhatchan
Bhatchhetri
Bhatrai
Bhatrarai
Bhatt
Bhatta
Bhattachan
Bhattacharya
Bhattara
Bhattaragmi
Bhattarai
Bhattaraui
Bhattari
Bhattaria
Bhattatai
Bhatterai
Bhattrai
Bhattri
Bhattu
Bhau
Bhaukajee
Bhaumik
Bheju
Bhele
Bhetal
Bhetuwal
Bhetwal
Bhetwuwal
Bhhata
Bhhatrai
Bhhatry
Bhhattrai
Bhhujel
Bhijel
Bhikshu
Bhimire
Bhimrajka
Bhimrajrana
Bhimsariya
Bhimsengurung
Bhitrakoti
Bhitrikote
Bhitrikoti
Bhittakoti
Bhochhibhoya
Bhochhiboya
Bhogati
Bhoju
Bholan
Bholon
Bhomi
Bhomjan
Bhoortel
Bhortel
Bhosal
Bhote
Bhotia
Bhouju
Bhoyoyo
Bhsual
Bhttarai
Bhual
Bhubaneshower
Bhuda
Bhudathoki
Bhudha
Bhudhathoki
Bhugai
Bhugel
Bhui
Bhuj
Bhujal
Bhujel
Bhujelgc
Bhuji
Bhuju
Bhukhaju
Bhul
Bhulan
Bhuretl
Bhurjel
Bhurtel
Bhurtyal
Bhusal
Bhushal
Bhushan
Bhutarl
Bhuwai
Bhyathit
Bhyoju
Bibi
Bichha
Bidak
Bidari
Bidarin
Bideri
Bidhya
Bidhyadhar
Bidyadhar
Bihowkarma
Bijayananda
Bijayapati
Bijaypati
Bijukachhe
Bijukche
Bijukchen
Bijukchhe
Bijukchhetimala
Bijukshe
Bika
Bikesh
Bikram
Bimala
Bimali
Bimb
Binadi
Binaya
Bindari
Bindeshwor
Bindu
Bindukar
Biniya
Biraji
Birkhemajhi
Bisankha
Bisankhe
Bishaltimalsina
Bishankha
Bishet
Bishikarama
Bishnulal
Bishokarama
Bishokarma
Bishowakarma
Bishowkaram
Bishowkarm
Bishowkarma
Bishowokarma
Bisht
Bishta
Bishunkha
Bishunkhe
Bishwa
Bishwakarma
Bishwas
Bishwkarma
Bishwokarama
Bishwokarm
Bishwokarma
Bishwokrma
Bishwomarma
Bishworkarma
Biskiwakarma
Bisnuke
Bisoskarma
Bisowakarma
Bisshowkarma
Bist
Bista
Bisunke
Bisunkhe
Bisural
Biswa
Biswakarma
Biswas
Biswash
Biswkarnma
Biswokarm
Biswokarma
Bitalu
Bithari
Bjaracharya
Bk
Bkkami
Blon
Blone
Blown
Bm
Bodhar
Bogati
Bohaju
Bohar
Bohara
Bohora
Bohra
Bokati
Bokhim
Boki
Bolakhe
Bolokhe
Bom
Bomjan
Bomzan
Bomzon
Bora
Bot
Bota
Bote
Bothara
Bothra
Boujal
Bramhacharya
Brayait
Bucha
Buchha
Buda
Budacharya
Budamagar
Budathiki
Budathkki
Budathoki
Buddacharya
Buddathoki
Buddha
Buddhacharya
Buddhathoki
Budha
Budhaair
Budhacharya
Budhamagar
Budhathkoi
Budhathoki
Budhathokri
Budiyal
Budthapa
Budthoki
Buduja
Budujapun
Buha
Buhyo
Bujel
Bullions
Bura
Burlakoti
Burma
Buthathoki
Bux
Buyo
Byahut
Byanjakar
Byanjanjar
Byanjankar
Byanju
Cahudhary
Center
Centuri
Century
Chaapagai
Chachan
Chad
Chadara
Chadaro
Chadaula
Chadhary
Chaduhary
Chagutala
Chaguthee
Chaguthi
Chakatu
Chakhun
Chakradhar
Chakubaji
Chalaune
Chalise
Chalisey
Chalulagain
Chamar
Chamlagai
Chamlagain
Chamling
Chamrakar
Chamrakat
Chamthakuri
Chan
Chanara
Chand
Chanda
Chandara
Chandaula
Chandra
Chandrabanshi
Chandrabansi
Chandravanshi
Chandthakuri
Changubhari
Chansi
Chantayal
Chantel
Chantyal
Chapagai
Chapagaie
Chapagaiin
Chapagain
Chapagani
Chapagi
Chapagian
Chapai
Chapaigain
Chapain
Chapang
Chapgain
Char
Charma
Charmakar
Charmkar
Charya
Chataut
Chatri
Chattri
Chaturamthapa
Chaturbedi
Chaube
Chaudahry
Chaudari
Chaudary
Chauday
Chaudh
Chaudha
Chaudhar
Chaudharay
Chaudhari
Chaudhary
Chaudharya
Chaudhry
Chauguthi
Chauhan
Chaukyal
Chaulagai
Chaulagain
Chaulgain
Chaulghai
Chauligain
Chaurarsiya
Chaurasia
Chaurasiya
Chaurel
Chaureli
Chaututhi
Chawai
Chawal
Chawhan
Chawin
Chayudhary
Cheetri
Chel
Chemjong
Chepamg
Chepang
Cherchan
Chetana
Chetri
Chetrri
Chettri
Chetty
Cheulaghi
Chha
Chhabilal
Chhantya
Chhantyal
Chhantyalbk
Chhantyalpun
Chhapagai
Chhapagain
Chhatkuli
Chhatri
Chhawa
Chheri
Chherti
Chheti
Chhetrai
Chhetre
Chhetree
Chhetri
Chhetria
Chhetriaryal
Chhetrigodar
Chhetrikhatri
Chhetripoudel
Chhetry
Chhettri
Chhhetri
Chhidal
Chhimal
Chhinal
Chhlise
Chhori
Chhoshyabaga
Chhteri
Chhtri
Chhuka
Chhukan
Chhunju
Chhusyabaga
Chhwaju
Chhyantal
Chidi
Chikanbanjar
Chilkotichhetri
Chilual
Chiluwal
Chimariya
Chimauriya
Chimouriya
Chintamanibhandari
Chipalu
Chitakar
Chitaure
Chitlangia
Chitlangiya
Chitrakar
Chitrakr
Chochange
Chochangi
Chochangipurja
Chochhange
Chochhangi
Chochhe
Chodak
Choephel
Chohan
Choi
Chokal
Chokhal
Chokhani
Chokkapu
Chongbang
Chopange
Choradia
Choubey
Choudhari
Choudhary
Choudharya
Chouhan
Chourasia
Chowan
Chowdhary
Chpagain
Chudal
Chudali
Chudara
Chudaro
Chudhary
Chudharya
Chue
Chui
Chuke
Chulagain
Chuluwatharu
Chulyada
Chulyadhya
Chungwang
Churaut
Churihar
Chuwai
Chuwain
Chuwair
Chuwal
Chuwi
Chwaai
Chwai
Chwain
Chyame
Chyhetri
Ck
Curung
Daamai
Dabadi
Dafali
Daga
Dagami
Dagaura
Daha
Dahakal
Dahal
Dahit
Daibagya
Dakal
Dala
Dalee
Dali
Dallakoti
Dallkoti
Dam
Damai
Damaif
Damani
Damaniya
Damase
Damberpal
Dameki
Dami
Dammarecharmakar
Danai
Dandapaniupadhya
Dandi
Dangal
Dangaura
Dangi
Dangol
Dani
Dankoti
Dansi
Dantha
Danur
Danuwar
Darai
Daraki
Darari
Dargi
Dari
Dariami
Darje
Darjee
Darji
Darlamee
Darlami
Darlamimagar
Darnal
Darshan
Darshandhari
Das
Dasaudi
Daselly
Dash
Datheputhe
Datta
Dauliya
Dawa
Dawadi
Dawar
Dawodi
Dayal
Dayaramchapagain
Dayaramtimilsina
Dbastola
Dc
Debadi
Deban
Debendrapaudel
Debkota
Dedai
Dedvkota
Deep
Deepak
Dennis
Denvi
Deo
Deoja
Deoju
Deokota
Desar
Desemaru
Deshar
Deshemaru
Deuba
Deubanjar
Deuja
Deula
Dev
Devakota
Devbhandari
Devdattagiri
Devekota
Devgi
Devi
Devilalkumal
Devkota
Dewaju
Dewan
Dhahal
Dhajistha
Dhaka
Dhakaish
Dhakal
Dhakal`
Dhakawa
Dhakhal
Dhakhwa
Dhakurai
Dhal
Dhamai
Dhamal
Dhamala
Dhamel
Dhami
Dhamla
Dhanamagar
Dhanapatisubedi
Dhanawat
Dhanchha
Dhanju
Dhanrajgiri
Dhanuk
Dhanuka
Dhanulamichhane
Dhanushe
Dhar
Dharel
Dharewa
Dharewal
Dhargi
Dharikar
Dharji
Dharmakar
Dharmarajadhikari
Dharmarajsubedi
Dhaubadel
Dhaubaji
Dhaubanjar
Dhaubhadel
Dhaulakote
Dhaulakoti
Dhaunya
Dhawadi
Dhawal
Dhenga
Dhewajoo
Dhewaju
Dhikilama
Dhimal
Dhingal
Dhir
Dhirsen
Dhital
Dhmaniya
Dhnaju
Dhobi
Dhodari
Dhoju
Dholi
Dhonduk
Dhondup
Dhonju
Dhonshrestha
Dhoot
Dhorja
Dhoubanjar
Dhoubanjara
Dhoubhadel
Dhougoda
Dhugana
Dhugel
Dhugoda
Dhujushr
Dhukhwa
Dhukuchhu
Dhulal
Dhunagan
Dhunagana
Dhundu
Dhungaan
Dhungan
Dhungana
Dhunge
Dhungel
Dhunggana
Dhungna
Dhuniya
Dhunju
Dhunngana
Dhwaj
Dikshit
Diliprana
Dilliramchapagai
Dillirampoudel
Dilshad
Dimdung
Din
Dinmiya
Dipakranabhat
Dipaksai
Dipendra
Disha
Disti
Disuwa
Diswa
Diwakar
Diwal
Dixit
Diyali
Dngol
Dobhi
Dokaniya
Dolkar
Dolma
Dolrajbhandari
Dolrajsapakota
Dong
Donga
Dongal
Dongol
Dorang
Doranga
Dorje
Dorjee
Dotel
Dr
Dubbey
Dube
Dubedi
Dubey
Dubha
Dudhani
Dudtel
Dugad
Dugar
Dugu
Duguju
Duhana
Dukhi
Dulal
Duma
Dumaru
Dumjan
Dumre
Dungana
Dungel
Dura
Durme
Dusadha
Dutt
Dutta
Duwadee
Duwadi
Duwal
Dwa
Dware
Dwiredi
Dwivedi
Dyola
Eknarayanadhikari
Eshwar
Esmile
Faal
Fagami
Fagamipun
Fago
Fahad
Fakami
Fakir
Fal
Farheen
Farsal
Faujdar
Fauzdar
Fayal
Fayli
Foyal
Fullel
Fulmantulachan
Fuyal
G
G.C.
Gachhadar
Gadal
Gadar
Gaderiya
Gadtaula
Gadtola
Gadtoula
Gagurel
Gaha
Gahamagar
Gahatraj
Gahire
Gaida
Gaihre
Gain
Gainju
Gaire
Gairhe
Gaisi
Gajamer
Gajmer
Gajmir
Gajurel
Galami
Galan
Gamal
Gambjar
Gami
Gana
Ganawali
Gandahraba
Gandarba
Gandarva
Gandharba
Gandhari
Gandharva
Gandhary
Gandrama
Ganejoo
Ganeju
Ganesh
Ganeshdhakal
Ganeshthapa
Gangaadhikari
Gangabahadur
Gangadharjaishi
Gangai
Gangaju
Gangol
Gani
Ganika
Gansi
Ganwale
Garanja
Garauja
Garbhuja
Garbja
Garbuja
Garbujamagar
Garbujapun
Garg
Gari
Garjamagar
Garlami
Gartaula
Garte
Garti
Garu
Garwaja
Gasi
Gataut
Gathaula
Gatuam
Gau
Gauatam
Gauchan
Gauchanthakali
Gauchen
Gaudel
Gauli
Gaumta
Gaupta
Gaurav
Gaurisharia
Gauro
Gautam
Gautem
Gautm
Gautma
Gauttam
Gayak
Gayawali
Gayek
Gaytam
Gc
Gelal
Gewali
Geyal
Ggarti
Ghahamagar
Ghaihre
Ghaju
Ghal
Ghala
Ghalan
Ghalay
Ghale
Ghalegurung
Ghaley
Ghalseni
Ghamal
Ghamari
Ghambole
Ghameri
Ghamire
Ghanshyamadhikari
Ghanshyamsharma
Gharana
Gharatri
Gharau
Gharbuja
Gharel
Gharte
Ghartee
Gharti
Ghartibhujel
Ghartichhetri
Ghartimagar
Ghartimire
Ghartithapa
Ghatane
Ghatanebk
Ghatang
Ghatani
Ghati
Ghatraj
Ghatri
Ghatrimagar
Ghatuwa
Ghemire
Ghemosu
Gheshing
Ghha
Ghhetri
Ghihre
Ghimera
Ghimere
Ghimie
Ghimir
Ghimira
Ghimire
Ghimirebk
Ghimiree
Ghimireh
Ghimirepoudel
Ghimirey
Ghimrie
Ghinanj
Ghinanju
Ghiraiya
Ghire
Ghishing
Ghising
Ghmire
Gho
Ghola
Ghole
Ghoranaine
Ghorasainee
Ghorasaini
Ghorsaini
Ghose
Ghoshal
Ghotane
Ghujel
Ghungana
Ghyagartamang
Ghyalkipal
Gidel
Gimire
Gir
Giree
Girel
Giri
Giria
Giurung
Glan
Gm
Gmimire
Gnawale
Gnawali
Gnyawali
Goar
Gobindabaral
Gobindakami
Gocchha
Gochhen
Godar
Godarchhetri
Godarkarki
Godhar
Goel
Goenka
Gohivar
Goit
Goja
Gola
Golay
Golchha
Goldhouse
Gole
Golea
Gomja
Gonchoe
Gonga
Gongal
Gongju
Gopal
Gopali
Gope
Gora
Goragain
Gorathoki
Gore
Gorekami
Gorkhali
Gorkhaly
Gosai
Gosain
Gosali
Goshain
Goshali
Goswami
Gotam
Gotama
Gotame
Gotamey
Gothaju
Gothe
Gothi
Goud
Goudel
Gouli
Goulihamal
Goutam
Govendraadhikari
Goyal
Grati
Grg
Grung
Gruung
Gsire
Gt
Gu
Guatam
Gubahaju
Gubaju
Gubhaju
Gudar
Gugung
Gugurung
Guide
Guidel
Gulmi
Guni
Gunragai
Gununge
Gupt
Gupta
Guragai
Guragain
Guraratne
Gurau
Gurav
Gurdhami
Guri
Gurmachhan
Gurmaita
Gurng
Gurnug
Gurubaacharya
Gurubacharya
Gurug
Gurugn
Guruing
Guruma
Gurumg
Gurun
Guruna
Gurune
Gurung
Gurungpun
Gurungq
Gurungseni
Gurunmg
Gurunng
Gurunug
Gururng
Guruung
Guruwacharya
Gutam
Guung
Guurng
Guutam
Guvajoo
Guvaju
Gwachha
Gwawaly
Gyabak
Gyaltsen
Gyamden
Gyanwali
Gyasto
Gyatso
Gyawal
Gyawale
Gyawalee
Gyawali
Gywali
Hachhethu
Hada
Hadkhale
Hajam
Hakuduwal
Halawat
Haldar
Haluwai
Halwae
Halwai
Hamaal
Hamal
Hamalthakuri
Hamid
Hamo
Haq
Haque
Hardware
Hare
Hari
Harijan
Haritulachan
Harlalka
Harmal
Harmel
Harun
Hasan
Hasda
Hashmi
Hasim
Hathi
Hatthi
Hatuwal
Haunjali
Hawari
Hayanju
Hayu
Heda
Heka
Helmu
Hengaju
Heyojoo
Hijale
Himali
Himlaldhakal
Himlalpaudel
Hingmang
Hirachan
Hisaria
Hiski
Hitamg
Hitang
Hitanmagar
Hittang
Hoda
Homagai
Homagain
Homegai
Homnathsubedi
Hona
Hora
Horaju
Hossan
Hossian
House
Htapa
Huju
Humagai
Humagain
Humagan
Humagin
Humegain
Humgain
Husaid
Husain
Husen
Hussain
Hussam
Hussan
Hussen
Hussian
Huzdar
Hyanmikha
Hyaunmikha
Hyoju
Hyomba
Ijam
Ikram
Imam
Impex
Imran
Imtiyaz
Indramanigautam
Ingnam
International
Inus
Investment
Iri
Irsad
Irshadulah
Isar
Isarajui
Ishar
Isher
Ishwar
Itani
Iteni
Itwari
Iwaram
Iyer
J.B.Rana
Jabegu
Jabir
Jadhari
Jagrit
Jah
Jaha
Jahan
Jahir
Jain
Jaisawal
Jaise
Jaisee
Jaishai
Jaishi
Jaishwal
Jaisi
Jaiso
Jaiswal
Jaiswar
Jaisy
Jajodia
Jajodiya
Jakhar
Jakibanjar
Jalahar
Jalahari
Jalan
Jalari
Jaleri
Jamaakatel
Jamakate
Jamakatel
Jamakrattel
Jamali
Jamang
Jamanpun
Jamarkatel
Jamarkattel
Jamarkttel
Jamerkatel
Jamiunnishakhatun
Jamkatel
Jamkattel
Janari
Janendrahirachan
Jangam
Jangethapa
Japrel
Jargha
Jarnal
Jasaraj
Jasbegu
Jasgadh
Jashi
Jasisi
Jaspau
Jati
Jatim
Jatiya
Jausi
Jawegu
Jayana
Jayasawal
Jayaswal
Jaycee
Jaysawal
Jayswal
Jbr
Jc
Je
Jerel
Jeth
Jethara
Jha
Jhakri
Jhalaksharma
Jhalari
Jhamalalsubedi
Jhang
Jhangaju
Jhankri
Jharatnesh
Jhaydi
Jhedi
Jhendi
Jhoshi
Jhosi
Jhunjhunwala
Jhunjhuwala
Jhyari
Jibnathdhakal
Jibran
Jimba
Jimee
Jimi
Jirel
Jiwandumre
Jjoshi
Jnawali
Jodhani
Jogai
Joghi
Jogi
Jogikunwar
Joishy
Jojiju
Joli
Jonchen
Jonchhe
Jonchhen
Joseph
Josh
Joshee
Joshi
Joshii
Joshy
Josih
Joti
Jugjali
Jugli
Jumjali
Jumman
Junggurung
Jungrana
Juwa
Jwala
Jwarchan
Jworchan
Jyakhawa
Jyakhwa
Jyakhwo
Jyau
Jyawali
Jyoti
Jyu
K
K.C
K.C.
Kaami
Kabara
Kabari
Kabariya
Kabitachaudhary
Kabra
Kachhapati
Kachhepati
Kachhyapati
Kadambiya
Kadara
Kadariya
Kadayat
Kadel
Kaderiya
Kadhariya
Kadka
Kadmiya
Kaduwal
Kafel
Kafele
Kafla
Kafle
Kafley
Kafli
Kagliwala
Kahanl
Kahar
Kahdgi
Kahdka
Kahrel
Kahtakho
Kahtiwada
Kahtri
Kaini
Kakashapati
Kaki
Kakri
Kakshapati
Kakshyapati
Kala
Kaladharadhikari
Kaladharbastola
Kalakheti
Kalal
Kalathoki
Kalaunee
Kalauni
Kalawar
Kalawarin
Kaldhan
Kalfe
Kalika
Kalikote
Kaliraj
Kalkote
Kalouni
Kalu
Kalukunda
Kalung
Kalwal
Kalwar
Kalwarni
Kalyankari
Kamacharya
Kamal
Kamalapatiparajuli
Kamalbhandari
Kamali
Kamalrajmarasini
Kamar
Kamat
Kambang
Kamcha
Kame
Kami
Kamibk
Kamkar
Kamu
Kanajeet
Kanauje
Kanaujiya
Kandangwa
Kande
Kandel
Kandelwal
Kandle
Kandol
Kanel
Kangmang
Kanhar
Kanipal
Kaniyal
Kanjit
Kanodia
Kansaka
Kansakaar
Kansakar
Kanskar
Kant
Kanth
Kanu
Kanuban
Kanubaniy
Kanwar
Kapad
Kapadi
Kapali
Kapar
Kapari
Kapchhaki
Kaphale
Kaphle
Kaphley
Kapri
Kar
Karakhati
Karakheti
Karaki
Karamcharya
Karan
Karanjeet
Karanjett
Karanjit
Kareem
Karim
Karjee
Karkee
Karkey
Karki
Karky
Karma
Karmacahraya
Karmacahrya
Karmacgarya
Karmacharya
Karmachhrya
Karmachrya
Karmarkar
Karmi
Karn
Karna
Karnabirgurung
Karnaghimire
Karnajeet
Karnanjit
Karnikar
Karnjit
Karwal
Kasaa
Kasaai
Kasai
Kasajoo
Kasaju
Kasalawat
Kasaudhan
Kashai
Kashaju
Kashi
Kashichhwa
Kashyap
Kasi
Kasichhwa
Kasim
Kasinchhya
Kaspal
Kasti
Kasuju
Kasula
Katal
Katariya
Katawal
Katel
Kathait
Kathariya
Kathayat
Kathbaniya
Kathet
Kathyat
Katila
Katiwada
Katki
Kattel
Kattle
Katu
Katuwal
Katwal
Kaucha
Kauchha
Kaudal
Kaudel
Kaur
Kaushal
Kaushik
Kawan
Kawang
Kawar
Kawari
Kaway
Kayal
Kayashta
Kayastha
Kayest
Kayestha
Kc
Kcbhandari
Kedem
Kedia
Kediya
Kendal
Kendel
Kerma
Kerung
Kesari
Keshabrrajadhikari
Keshan
Keshari
Keshary
Kesidattapande
Keuchha
Kewat
Keyal
Kha
Khaamcha
Khabas
Khabaz
Khachhibhova
Khachhibhoya
Khad
Khadagi
Khadak
Khadaka
Khadanandabaral
Khadanandapoudel
Khadayat
Khadel
Khadga
Khadge
Khadgi
Khadh
Khadha
Khadhka
Khadir
Khadka
Khadkachhetri
Khadkai
Khadkamulak
Khadkathoki
Khadkha
Khadki
Khadkla
Khagee
Khagesworpaudel
Khagi
Khah
Khaiju
Khairgoli
Khaitu
Khaju
Khakda
Khakdi
Khaki
Khakulel
Khakural
Khakurel
Khalique
Khamaba
Khambu
Khamcha
Khamchh
Khan
Khana
Khanal
Khand
Khanda
Khandel
Khandelwal
Khandewal
Khandlwal
Khandthakuri
Khanel
Khang
Khanga
Khanibanjar
Khaniya
Khankhawas
Khanl
Khannal
Khanti
Khaokhali
Khapangi
Khapbe
Khaple
Khaptari
Khapung
Khar
Kharal
Kharbuja
Kharel
Kharga
Kharge
Kharki
Kharti
Khasu
Khatakho
Khatbe
Khatharu
Khati
Khatibada
Khatik
Khatioda
Khatiwada
Khatiwoda
Khatoon
Khator
Khatra
Khatre
Khatri
Khatrichhetri
Khatrilamichhane
Khatripoudel
Khatrithapa
Khatry
Khatti
Khattri
Khattrichhetri
Khattry
Khatun
Khawas
Khawash
Khawaunju
Khayaju
Khayamali
Khayar
Khayargoli
Khedia
Khediya
Khedwar
Khemka
Khemlalbaral
Kheral
Kherwar
Khetan
Khethan
Khetri
Khewa
Khhad
Khhatri
Khhhetri
Khichaju
Khimbaja
Khirisina
Khitiribhandari
Khiuju
Khiunju
Khnnal
Khoju
Khokhali
Khoraja
Khorajaa
Khorja
Khorjamagar
Khorjapun
Khosin
Khoteja
Khsetri
Khuju
Khulal
Khumal
Khuna
Khusal
Khwakhali
Khwaonjoo
Khwaounjoo
Khwas
Khwaunju
Khyaju
Kibachhen
Kibanayo
Kidarnathdhakal
Kiharti
Kiju
Kiran
Kiranpokhrel
Kirant
Kiranti
Kirat
Kiring
Kisan
Kisanthapa
Kishan
Kishor
Kisi
Kithbniya
Km
Kmai
Kmar
Koeri
Kohar
Koi
Koiirala
Koiral
Koirala
Koire
Koirela
Koiri
Koirlaa
Koji
Koju
Kolah
Konajo
Konda
Kone
Konga
Kopilapoudel
Koriala
Koswar
Kothari
Koti
Kottari
Kpahle
Kratri
Krishna
Krishnagiri
Krishnakunwar
Krishnatajhya
Krrki
Ksetri
Ksetry
Kshatri
Kshatry
Ksherti
Kshetree
Kshetri
Kshetry
Kshettri
Kshiyait
Kshsretri
Kubar
Kucheria
Kuikal
Kuikel
Kuinkel
Kulala
Kulu
Kulung
Kumai
Kumal
Kumalchaudhary
Kumalnan
Kumar
Kumari
Kumaripoudel
Kumarshrestha
Kumbar
Kumber
Kumhal
Kumhar
Kumin
Kumpakha
Kundaliya
Kunear
Kunwar
Kunwarchhetri
Kunwarkhand
Kunwarkhatrichhetri
Kunwarthapa
Kunwer
Kunwor
Kunworthapa
Kurmi
Kurumbang
Kusari
Kusatha
Kusawaha
Kushawah
Kushawaha
Kushi
Kushmi
Kushwaha
Kushwar
Kusi
Kusma
Kusule
Kusuwaha
Kuswaha
Kuswar
Kutal
Kuthu
Kutu
Kutuwa
Kutuwo
Kuwar
Kuwarne
Kuwor
Kwaunju
Kyachhaki
Kyal
Kyastha
Kykkjjh
Kyum
Laamichhane
Labh
Lachhimasyu
Lacoul
Lage
Lageju
Laghu
Lagoon
Lakai
Lakandri
Lakha
Lakhaju
Lakhe
Lakhemaru
Lakhey
Lakoul
Lal
Lala
Lalchan
Laldas
Lalit
Laluwa
Lalwani
Lama
Lamachhane
Lamakarki
Lamasal
Lamdari
Lamgade
Lamicchane
Lamichahne
Lamichane
Lamichanna
Lamichanne
Lamichhana
Lamichhanae
Lamichhane
Lamichhani
Lamichhanne
Lamichhnane
Lamichhne
Lamichine
Lamihhane
Lamishhane
Lamkade
Lammichane
Lammichhane
Lamsal
Lamshal
Lamxal
Lanchan
Lanichhane
Lanka
Lasal
Laseri
Lashahn
Lasiwa
Lath
Laudari
Laudary
Lav
Lavaju
Lawaju
Lawat
Lawatee
Lawati
Lawgun
Lawoju
Lawot
Lawoti
Laxmanlamichhane
Laxmanpokharel
Laxmi
Laxumandevkota
Layalu
Lee
Lekali
Lekhak
Lekhi
Lekhy
Leli
Lepche
